Function ID,Name,Ana sen JC8 2547132134
KO:K11816,indole-3-pyruvate monooxygenase [EC:1.14.13.168] (YUCCA),0
KO:K11942,methylmalonyl-CoA mutase [EC:5.4.99.2] (E5.4.99.2),0
KO:K11943,PAH dioxygenase large subunit [EC:1.13.11.-] (nidA),0
KO:K11944,PAH dioxygenase small subunit [EC:1.13.11.-] (nidB),0
KO:K11945,extradiol dioxygenase [EC:1.13.11.-] (phdF),0
KO:K11946,hydratase-aldolase [EC:4.1.2.-] (phdG),0
KO:K11947,aldehyde dehydrogenase [EC:1.2.1.-] (nidD),0
KO:K11987,"prostaglandin-endoperoxide synthase 2 [EC:1.14.99.1] (PTGS2, COX2)",0
KO:K11992,"acyl-CoA thioesterase 8 [EC:3.1.2.27] (ACOT8, PTE)",0
KO:K12047,maltase-glucoamylase [EC:3.2.1.20 3.2.1.3] (MGAM),0
KO:K12073,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28] (E3.1.2.28)",0
KO:K12111,evolved beta-galactosidase subunit alpha [EC:3.2.1.23] (ebgA),0
KO:K12112,evolved beta-galactosidase subunit beta (ebgC),0
KO:K12251,N-carbamoylputrescine amidase [EC:3.5.1.53] (aguB),0
KO:K12252,arginine:pyruvate transaminase [EC:2.6.1.84] (aruH),0
KO:K12253,5-guanidino-2-oxopentanoate decarboxylase [EC:4.1.1.75] (aruI),0
KO:K12254,4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase [EC:1.2.1.54 1.2.1.-] (kauB),0
KO:K12255,guanidinobutyrase [EC:3.5.3.7] (gbuA),0
KO:K12256,putrescine aminotransferase [EC:2.6.1.-] (spuC),0
KO:K12298,bile salt-stimulated lipase [EC:3.1.1.3 3.1.1.13] (CEL),0
KO:K12309,"beta-galactosidase [EC:3.2.1.23] (GLB1, ELNR1)",0
KO:K12316,lysosomal alpha-glucosidase [EC:3.2.1.20] (GAA),0
KO:K12317,neutral alpha-glucosidase C [EC:3.2.1.20] (GANC),0
KO:K12339,cysteine synthase B [EC:2.5.1.47] (cysM),0
KO:K12348,acid ceramidase [EC:3.5.1.23] (ASAH1),0
KO:K12349,neutral ceramidase [EC:3.5.1.23] (ASAH2),0
KO:K12350,"sphingomyelin phosphodiesterase [EC:3.1.4.12] (SMPD1, ASM)",0
KO:K12351,sphingomyelin phosphodiesterase 2 [EC:3.1.4.12] (SMPD2),0
KO:K12352,sphingomyelin phosphodiesterase 3 [EC:3.1.4.12] (SMPD3),0
KO:K12353,sphingomyelin phosphodiesterase 4 [EC:3.1.4.12] (SMPD4),0
KO:K12354,ectonucleotide pyrophosphatase/phosphodiesterase family member 7 [EC:3.1.4.12] (ENPP7),0
KO:K12373,hexosaminidase [EC:3.2.1.52] (HEXA_B),0
KO:K12405,"3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2 [EC:1.1.1.35 4.2.1.107 4.2.1.119] (HSD17B4)",0
KO:K12406,pyruvate kinase isozymes R/L [EC:2.7.1.40] (PKLR),0
KO:K12407,glucokinase [EC:2.7.1.2] (GCK),0
KO:K12408,"cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase [EC:1.1.1.181] (HSD3B7)",0
KO:K12409,bifunctional UDP-N-acetylglucosamine 2-epimerase / N-acetylmannosamine kinase [EC:3.2.1.183 2.7.1.60] (GNE),0
KO:K12446,L-arabinokinase [EC:2.7.1.46] (E2.7.1.46),0
KO:K12447,UDP-sugar pyrophosphorylase [EC:2.7.7.64] (USP),0
KO:K12448,"UDP-arabinose 4-epimerase [EC:5.1.3.5] (UXE, uxe)",0
KO:K12449,UDP-apiose/xylose synthase (AXS),0
KO:K12502,"MPBQ/MSBQ methyltransferase [EC:2.1.1.295] (VTE3, APG1)",0
KO:K12506,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12] (ispDF)",0
KO:K12524,bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3] (thrA),0
KO:K12525,bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3] (metL),0
KO:K12526,bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4] (lysAC),0
KO:K12552,penicillin-binding protein 1 [EC:3.4.-.-] (pbpA),0
KO:K12553,penicillin-binding protein 3 [EC:3.4.-.-] (pbp3),0
KO:K12637,"3-epi-6-deoxocathasterone 23-monooxygenase [EC:1.14.13.112] (CYP90C1, ROT3)",0
KO:K12638,3-epi-6-deoxocathasterone 23-monooxygenase [EC:1.14.13.112] (CYP90D1),0
KO:K12639,"cytochrome P450, family 724, subfamily B, polypeptide 1 [EC:1.14.13.-] (CYP724B1, D11)",0
KO:K12640,"brassinosteroid-6-oxidase 2 [EC:1.14.-.-] (CYP85A2, BR6OX2)",0
KO:K12657,"delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41] (ALDH18A1, P5CS)",0
KO:K12659,N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase [EC:1.2.1.38 2.7.2.8] (ARG56),0
KO:K12664,"cytochrome P450, family 26, subfamily B (CYP26B)",0
KO:K12665,"cytochrome P450, family 26, subfamily C (CYP26C)",0
KO:K12666,"oligosaccharyltransferase complex subunit alpha (ribophorin I) (OST1, RPN1)",0
KO:K12667,"oligosaccharyltransferase complex subunit delta (ribophorin II) (SWP1, RPN2)",0
KO:K12668,"oligosaccharyltransferase complex subunit epsilon (OST2, DAD1)",0
KO:K12669,"oligosaccharyltransferase complex subunit gamma (OST3, OST6)",0
KO:K12670,oligosaccharyltransferase complex subunit beta (WBP1),0
KO:K12691,oligosaccharyl transferase complex subunit OST5 (OST5),0
KO:K12692,hyoscyamine (6S)-dioxygenase [EC:1.14.11.11] (H6H),0
KO:K12693,strictosidine beta-D-glucosidase [EC:3.2.1.105] (E3.2.1.105),0
KO:K12729,7-methylxanthosine synthase [EC:2.1.1.158] (XMT),0
KO:K12730,theobromine synthase [EC:2.1.1.159] (MXMT),0
KO:K12731,caffeine synthase [EC:2.1.1.160] (DXMT),0
KO:K12732,phenylpyruvate decarboxylase [EC:4.1.1.-] (ARO10),0
KO:K12743,N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase [EC:6.3.2.26] (PCBAB),0
KO:K12744,deacetoxycephalosporin-C synthase [EC:1.14.20.1] (cefE),0
KO:K12745,deacetoxycephalosporin-C hydroxylase [EC:1.14.11.26] (cefF),0
KO:K12747,deacetylcephalosporin-C acetyltransferase [EC:2.3.1.175] (CEFG),0
KO:K12921,taxadiene synthase [EC:4.2.3.17] (TDC1),0
KO:K12922,taxane 13-alpha-hydroxylase [EC:1.14.13.77] (CYP725A2),0
KO:K12925,2-alpha-hydroxytaxane 2-O-benzoyltransferase [EC:2.3.1.166] (TBT),0
KO:K12926,10-deacetylbaccatin III 10-O-acetyltransferase [EC:2.3.1.167] (DBAT),0
KO:K12927,abietadiene/neoabietadiene/copalyl diphosphate synthase [EC:4.2.3.18 4.2.3.132 5.5.1.12] (AG22),0
KO:K12929,casbene synthase [EC:4.2.3.8] (E4.2.3.8),0
KO:K12930,anthocyanidin 3-O-glucosyltransferase [EC:2.4.1.115] (BZ1),0
KO:K12960,5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28] (mtaD),1
KO:K12972,glyoxylate/hydroxypyruvate reductase A [EC:1.1.1.79 1.1.1.81] (ghrA),0
KO:K13034,L-3-cyanoalanine synthase/ cysteine synthase [EC:2.5.1.47 4.4.1.9] (ATCYSC1),0
KO:K13035,beta-cyano-L-alanine hydratase/nitrilase [EC:3.5.5.4 4.2.1.65] (NIT4),0
KO:K13038,"phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 6.3.2.5] (coaBC, dfp)",1
KO:K13057,trehalose synthase [EC:2.4.1.245] (treT),0
KO:K13060,"acyl homoserine lactone synthase [EC:2.3.1.184] (lasI, luxI)",0
KO:K13061,"acyl homoserine lactone synthase [EC:2.3.1.184] (rhlI, solI)",0
KO:K13062,"acyl homoserine lactone synthase [EC:2.3.1.184] (ainS, luxM)",0
KO:K13064,phenylalanine/tyrosine ammonia-lyase [EC:4.3.1.25] (PTAL),0
KO:K13065,"shikimate O-hydroxycinnamoyltransferase [EC:2.3.1.133] (E2.3.1.133, HCT)",0
KO:K13066,"caffeic acid 3-O-methyltransferase [EC:2.1.1.68] (E2.1.1.68, COMT)",0
KO:K13077,flavone synthase [EC:1.14.11.22] (FNSI),0
KO:K13082,bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase [EC:1.1.1.219 1.1.1.234] (DFR),0
KO:K13222,"indole-3-glycerol-phosphate lyase [EC:4.1.2.8] (BX1, IGL)",0
KO:K13240,"nitric-oxide synthase, brain [EC:1.14.13.39] (NOS1)",0
KO:K13241,"nitric-oxide synthase, inducible [EC:1.14.13.39] (NOS2)",0
KO:K13242,"nitric-oxide synthase, endothelial [EC:1.14.13.39] (NOS3)",0
KO:K13247,L-gulonate 3-dehydrogenase [EC:1.1.1.45] (CRYL1),0
KO:K13248,pyridoxal phosphate phosphatase PHOSPHO2 [EC:3.1.3.74] (PHOSPHO2),0
KO:K13253,"nitric-oxide synthase, invertebrate [EC:1.14.13.39] (DNOS)",0
KO:K13273,phosphomevalonate kinase [EC:2.7.4.2] (PMVK),0
KO:K13366,"polyamine oxidase [EC:1.5.3.14 1.5.3.16 1.5.3.-] (MPAO, PAO1)",0
KO:K13368,17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.62 1.1.1.239] (HSD17B2),0
KO:K13369,17beta-estradiol 17-dehydrogenase / all-trans-retinol dehydrogenase (NAD+) / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.62 1.1.1.105 1.1.1.239] (HSD17B6),0
KO:K13370,17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.62 1.1.1.239] (HSD17B8),0
KO:K13371,aralkylamine dehydrogenase light chain [EC:1.4.9.2] (aauA),0
KO:K13372,aralkylamine dehydrogenase heavy chain [EC:1.4.9.2] (aauB),0
KO:K13373,17beta-estradiol 17-dehydrogenase / 3beta-hydroxysteroid 3-dehydrogenase [EC:1.1.1.62 1.1.1.270] (HSD17B7),0
KO:K13378,NADH-quinone oxidoreductase subunit C/D [EC:1.6.5.3] (nuoCD),0
KO:K13380,NADH-quinone oxidoreductase subunit B/C/D [EC:1.6.5.3] (nuoBCD),0
KO:K13381,bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17] (chiA),0
KO:K13382,(S)-norcoclaurine synthase [EC:4.2.1.78] (NCS),0
KO:K13383,(RS)-norcoclaurine 6-O-methyltransferase [EC:2.1.1.128] (E2.1.1.128),0
KO:K13384,(S)-coclaurine N-methyltransferase [EC:2.1.1.140] (E2.1.1.140),0
KO:K13385,N-methylcoclaurine 3'-monooxygenase [EC:1.14.13.71] (CYP80B),0
KO:K13386,3'-hydroxy-N-methyl-(S)-coclaurine 4'-O-methyltransferase [EC:2.1.1.116] (E2.1.1.116),0
KO:K13391,salutaridine synthase [EC:1.14.21.4] (CYP719B1),0
KO:K13392,salutaridine reductase (NADPH) [EC:1.1.1.248] (SALR),0
KO:K13393,salutaridinol 7-O-acetyltransferase [EC:2.3.1.150] (SALAT),0
KO:K13394,codeinone reductase [EC:1.1.1.247] (COR1),0
KO:K13395,stylopine synthase [EC:1.14.21.1] (E1.14.21.1),0
KO:K13396,(S)-tetrahydroprotoberberine N-methyltransferase [EC:2.1.1.122] (E2.1.1.122),0
KO:K13400,secologanin synthase [EC:1.3.3.9] (CYP72A1),0
KO:K13402,"monofunctional C1-tetrahydrofolate synthase, mitochondrial [EC:6.3.4.3] (MTHFD1L)",0
KO:K13403,"methylenetetrahydrofolate dehydrogenase(NAD+) / 5,10-methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.15 3.5.4.9] (MTHFD2)",0
KO:K13406,licodione synthase [EC:1.14.13.87] (CYP93B1),0
KO:K13421,uridine monophosphate synthetase [EC:2.4.2.10 4.1.1.23] (UMPS),0
KO:K13427,"nitric-oxide synthase, plant [EC:1.14.13.39] (NOA1)",0
KO:K13479,"xanthine dehydrogenase FAD-binding subunit [EC:1.17.1.4] (ygeT, xdhB)",0
KO:K13480,"xanthine dehydrogenase iron-sulfur-binding subunit (ygeU, xdhC)",0
KO:K13481,xanthine dehydrogenase small subunit [EC:1.17.1.4] (xdhA),0
KO:K13482,xanthine dehydrogenase large subunit [EC:1.17.1.4] (xdhB),0
KO:K13483,xanthine dehydrogenase YagT iron-sulfur-binding subunit (yagT),0
KO:K13484,5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:3.5.2.17 4.1.1.97] (TTHL),0
KO:K13485,"2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97] (PRHOXNB, URAD)",0
KO:K13497,anthranilate synthase/phosphoribosyltransferase [EC:4.1.3.27 2.4.2.18] (trpGD),0
KO:K13498,indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24] (trpCF),0
KO:K13499,chondroitin sulfate synthase [EC:2.4.1.175 2.4.1.226] (CHSY),0
KO:K13500,chondroitin synthase [EC:2.4.1.175 2.4.1.226] (fcbD),0
KO:K13501,anthranilate synthase / indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.3.27 4.1.1.48 5.3.1.24] (TRP1),0
KO:K13503,anthranilate synthase [EC:4.1.3.27] (trpEG),0
KO:K13506,"glycerol-3-phosphate O-acyltransferase 3/4 [EC:2.3.1.15] (GPAT3_4, AGPAT9, AGPAT6)",0
KO:K13507,glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase [EC:2.3.1.15 2.3.1.42] (GAT),0
KO:K13508,glycerol-3-phosphate acyltransferase [EC:2.3.1.15] (GPAT),0
KO:K13509,lysophosphatidate acyltransferase [EC:2.3.1.51] (AGPAT1_2),0
KO:K13510,lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase [EC:2.3.1.23 2.3.1.67] (LPCAT1_2),0
KO:K13512,"lysophospholipid acyltransferase [EC:2.3.1.23 2.3.1.-] (LPCAT4, AGPAT7)",0
KO:K13513,"lysocardiolipin and lysophospholipid acyltransferase [EC:2.3.1.- 2.3.1.51] (LCLAT1, AGPAT8)",0
KO:K13517,lysophospholipid acyltransferase 1/2 [EC:2.3.1.51 2.3.1.-] (MBOAT1_2),0
KO:K13519,"lysophospholipid acyltransferase [EC:2.3.1.51 2.3.1.23 2.3.1.-] (LPT1, ALE1)",0
KO:K13522,"bifunctional NMN adenylyltransferase/nudix hydrolase [EC:2.7.7.1 3.6.1.-] (K13522, nadM)",0
KO:K13523,lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase [EC:2.3.1.51 2.3.1.-] (AGPAT3_4),0
KO:K13524,4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22] (ABAT),0
KO:K13534,patatin-like phospholipase domain-containing protein 3 [EC:3.1.1.3 2.3.1.-] (PNPLA3),0
KO:K13540,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131] (cobIJ),0
KO:K13541,cobalt-precorrin 5A hydrolase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.131] (cbiGH-cobJ),0
KO:K13542,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75] (cobA-hemD),1
KO:K13543,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75] (hemDX),0
KO:K13600,chlorophyllide a oxygenase [EC:1.14.13.122] (CAO),0
KO:K13606,"chlorophyll(ide) b reductase [EC:1.1.1.294] (NOL, NYC1)",0
KO:K13609,delta1-piperideine-2-carboxylate reductase [EC:1.5.1.21] (dpkA),0
KO:K13644,choline/ethanolamine phosphotransferase [EC:2.7.8.1 2.7.8.2] (CEPT1),0
KO:K13677,"1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase [EC:2.4.1.208] (dgs, bgsA)",1
KO:K13711,phosphatidylinositol 4-kinase type 2 [EC:2.7.1.67] (PI4K2),0
KO:K13712,phosphatidylinositol-4-phosphate 5-kinase-like protein 1 [EC:2.7.1.68] (PIP5KL1),0
KO:K13713,fusion protein PurCD [EC:6.3.2.6 6.3.4.13] (purCD),0
KO:K13746,carboxynorspermidine synthase [EC:1.5.1.43] (cansdh),0
KO:K13747,carboxynorspermidine decarboxylase [EC:4.1.1.96] (nspC),0
KO:K13748,"alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145] (MGAT4C)",0
KO:K13766,methylglutaconyl-CoA hydratase [EC:4.2.1.18] (liuC),0
KO:K13767,enoyl-CoA hydratase [EC:4.2.1.17] (fadB),0
KO:K13786,"cob(II)yrinic acid a,c-diamide reductase [EC:1.16.8.1] (cobR)",0
KO:K13787,"geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29] (idsA)",0
KO:K13788,phosphate acetyltransferase [EC:2.3.1.8] (pta),0
KO:K13789,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29] (GGPS)",1
KO:K13797,DNA-directed RNA polymerase subunit beta-beta' [EC:2.7.7.6] (rpoBC),0
KO:K13798,"DNA-directed RNA polymerase subunit B [EC:2.7.7.6] (K13798, rpoB)",0
KO:K13799,pantoate ligase / cytidylate kinase [EC:6.3.2.1 2.7.4.14] (panC-cmk),0
KO:K13800,"UMP-CMP kinase [EC:2.7.4.- 2.7.4.14] (CMPK1, UMPK)",0
KO:K13809,"UMP-CMP kinase 2, mitochondrial [EC:2.7.4.14] (CMPK2)",0
KO:K13810,transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9] (tal-pgi),0
KO:K13811,3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25] (PAPSS),0
KO:K13812,bifunctional enzyme Fae/Hps [EC:4.2.1.147 4.1.2.43] (fae-hps),0
KO:K13821,"RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88] (putA)",0
KO:K13829,shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4] (aroKB),0
KO:K13830,pentafunctional AROM polypeptide [EC:4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19] (ARO1),0
KO:K13831,3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27] (hps-phi),0
KO:K13832,"3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25] (aroDE, DHQ-SDH)",0
KO:K13853,"3-deoxy-7-phosphoheptulonate synthase / chorismate mutase [EC:2.5.1.54 5.4.99.5] (aroG, aroA)",0
KO:K13873,L-arabinose 1-dehydrogenase [EC:1.1.1.376] (araA),0
KO:K13874,"L-arabinonolactonase [EC:3.1.1.15] (K13874, araB)",0
KO:K13875,"L-arabonate dehydrase [EC:4.2.1.25] (K13875, araC)",0
KO:K13876,"2-keto-3-deoxy-L-arabinonate dehydratase [EC:4.2.1.43] (K13876, araD)",0
KO:K13937,hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31] (H6PD),0
KO:K13938,dihydromonapterin reductase / dihydrofolate reductase [EC:1.5.1.- 1.5.1.3] (folM),0
KO:K13939,dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:4.1.2.25 2.7.6.3 2.5.1.15] (FOL1),0
KO:K13940,dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:4.1.2.25 2.7.6.3] (sulD),0
KO:K13941,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:2.7.6.3 2.5.1.15] (folKP),0
KO:K13942,"5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2] (hmd)",0
KO:K13951,alcohol dehydrogenase 1/7 [EC:1.1.1.1] (ADH1_7),0
KO:K13952,alcohol dehydrogenase 6 [EC:1.1.1.1] (ADH6),0
KO:K13953,"alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1] (adhP)",0
KO:K13954,alcohol dehydrogenase [EC:1.1.1.1] (yiaY),0
KO:K13967,N-acetylmannosamine-6-phosphate 2-epimerase / N-acetylmannosamine kinase [EC:5.1.3.9 2.7.1.60] (nanEK),0
KO:K13980,alcohol dehydrogenase 4 [EC:1.1.1.1] (ADH4),0
KO:K13990,glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4] (FTCD),0
KO:K13997,dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex (PDHX),0
KO:K13998,dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45] (DHFR-TS),0
KO:K14028,"methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7] (mdh1, mxaF)",0
KO:K14029,"methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7] (mdh2, mxaI)",0
KO:K14039,taxadiene 5alpha-hydroxylase [EC:1.14.99.37] (E1.14.99.37),0
KO:K14040,"abietadienol/abietadienal oxidase [EC:1.14.13.109] (CYP720B1, PTAO)",0
KO:K14041,"levopimaradiene/copalyl diphosphate synthase [EC:4.2.3.32 5.5.1.12] (TPS-LAS, LPS)",0
KO:K14042,"isopimara-7,15-diene synthase /copalyl diphosphate synthase [EC:4.2.3.44 5.5.1.12] (TPS-ISO)",0
KO:K14048,urease subunit gamma/beta [EC:3.5.1.5] (ureAB),1
KO:K14066,geranyl diphosphate synthase [EC:2.5.1.1] (GPS),0
KO:K14073,"pancreatic triacylglycerol lipase [EC:3.1.1.3] (PNLIP, PL)",0
KO:K14074,"pancreatic lipase-related protein 1 [EC:3.1.1.3] (PNLIPRP1, PLRP1)",0
KO:K14075,"pancreatic lipase-related protein 2 [EC:3.1.1.3] (PNLIPRP2, PLRP2)",0
KO:K14076,"pancreatic lipase-related protein 3 [EC:3.1.1.3] (PNLIPRP3, PLRP3)",0
KO:K14085,aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3] (ALDH7A1),0
KO:K14152,phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase / histidinol dehydrogenase [EC:3.6.1.31 3.5.4.19 1.1.1.23] (HIS4),0
KO:K14153,hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3] (thiDE),0
KO:K14154,thiamine-phosphate diphosphorylase / hydroxyethylthiazole kinase [EC:2.5.1.3 2.7.1.50] (THI6),0
KO:K14155,"cystathione beta-lyase [EC:4.4.1.8] (patB, malY)",0
KO:K14156,choline/ethanolamine kinase [EC:2.7.1.32 2.7.1.82] (CHK),0
KO:K14157,alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9] (AASS),0
KO:K14159,ribonuclease HI / DNA polymerase III subunit epsilon [EC:3.1.26.4 2.7.7.7] (rnhA-dnaQ),0
KO:K14163,bifunctional glutamyl/prolyl-tRNA synthetase [EC:6.1.1.17 6.1.1.15] (EPRS),0
KO:K14170,chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51] (pheA),1
KO:K14175,"(3S,6E)-nerolidol synthase [EC:4.2.3.48] (NES1)",0
KO:K14177,alpha-bisabolene synthase [EC:4.2.3.38] (E4.2.3.38),0
KO:K14180,aristolochene synthase [EC:4.2.3.9] (ARI1),0
KO:K14183,(+)-delta-cadinene synthase [EC:4.2.3.13] (CDN1),0
KO:K14184,alpha-humulene/beta-caryophyllene synthase [EC:4.2.3.104 4.2.3.57] (TPS21),0
KO:K14185,longifolene synthase [EC:4.2.3.58] (TPS-LON),0
KO:K14186,gamma-humulene synthase [EC:4.2.3.56] (AG5),0
KO:K14187,chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12] (tyrA),0
KO:K14190,GDP-L-galactose phosphorylase [EC:2.7.7.69] (VTC2_5),0
KO:K14260,alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2] (alaA),0
KO:K14263,kynurenine formamidase [EC:3.5.1.9] (BNA7),0
KO:K14264,kynurenine aminotransferase [EC:2.6.1.7] (BNA3),0
KO:K14265,tryptophan aminotransferase [EC:2.6.1.27] (Tam1),0
KO:K14267,N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17] (dapC),0
KO:K14268,"5-aminovalerate/4-aminobutyrate aminotransferase [EC:2.6.1.48 2.6.1.19] (davT, gabT)",0
KO:K14272,glutamate--glyoxylate aminotransferase [EC:2.6.1.4 2.6.1.2 2.6.1.44] (GGAT),0
KO:K14286,"ethanolamine-phosphate phospho-lyase [EC:4.2.3.2] (AGXT2L1, ETNPPL)",0
KO:K14419,alpha-subunit of trans-3-chloroacrylic acid dehalogenase [EC:3.8.1.-] (caaD1),0
KO:K14420,beta-subunit of trans-3-chloroacrylic acid dehalogenase [EC:3.8.1.-] (caaD2),0
KO:K14421,cis-3-chloroacrylic acid dehalogenase [EC:3.8.1.-] (cis-caaD),0
KO:K14423,"4,4-dimethyl-9beta,19-cyclopropylsterol-4alpha-methyl oxidase [EC:1.14.13.72] (SMO1)",0
KO:K14424,4-alpha-methyl-delta7-sterol-4alpha-methyl oxidase [EC:1.14.13.72] (SMO2),0
KO:K14452,gastric triacylglycerol lipase [EC:3.1.1.3] (LIPF),0
KO:K14454,"aspartate aminotransferase, cytoplasmic [EC:2.6.1.1] (GOT1)",0
KO:K14455,"aspartate aminotransferase, mitochondrial [EC:2.6.1.1] (GOT2)",0
KO:K14456,"2-acylglycerol O-acyltransferase 3 [EC:2.3.1.20 2.3.1.22] (MOGAT3, MGAT3)",0
KO:K14468,malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.2.1.75 1.1.1.298] (mcr),0
KO:K14481,styrene monooxygenase [EC:1.14.14.11] (styA),0
KO:K14482,styrene monooxygenase reductase component [EC:1.5.1.-] (styB),0
KO:K14519,NADP-dependent aldehyde dehydrogenase [EC:1.2.1.4] (aldH),0
KO:K14520,4-hydroxyacetophenone monooxygenase [EC:1.14.13.84] (hapE),0
KO:K14534,4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3] (abfD),0
KO:K14541,urea carboxylase / allophanate hydrolase [EC:6.3.4.6 3.5.1.54] (DUR1),0
KO:K14578,"naphthalene 1,2-dioxygenase system ferredoxin subunit (nahAb, nagAb, ndoA)",0
KO:K14579,"naphthalene 1,2-dioxygenase subunit alpha [EC:1.14.12.12] (nahAc, ndoB)",0
KO:K14580,"naphthalene 1,2-dioxygenase subunit beta [EC:1.14.12.12] (nahAd, ndoC)",0
